County,Docket_Number,Offense_Tracking_Number,Filing_Date,Offense_Sequence_Number,Statute_Title,Statute_Section,Statute_SubSection,Offense_Description,Offense_Grade,Offense_Disposition,Offense_Disposition_Date,Case_Disposition,Case_Disposition_Date
Northampton,CP-48-CR-0002372-2021,R1553871,9/14/2021,1,18,3929,A1,Retail Theft-Take Mdse,F3,Proceed to Court,12/13/2021,,
Northampton,CP-48-CR-0002372-2021,R1553871,9/14/2021,2,18,3925,A,Receiving Stolen Property,M3,Proceed to Court,12/13/2021,,
Delaware,CP-23-CR-0007005-2017,X1146143,11/27/2017,1,18,3126,A1,Indec Asslt-W/O Cons Of Other,M2,Proceed to Court,12/13/2017,,
Delaware,CP-23-CR-0007005-2017,X1146143,11/27/2017,2,18,3126,A1,Indec Asslt-W/O Cons Of Other,M2,Proceed to Court,12/13/2017,,
Delaware,CP-23-CR-0007005-2017,X1146143,11/27/2017,3,18,3126,A6,Indecent Assault Person With Mental Disability,M1,Proceed to Court,12/13/2017,,
Delaware,CP-23-CR-0007005-2017,X1146143,11/27/2017,4,18,3126,A6,Indecent Assault Person With Mental Disability,M1,Proceed to Court,12/13/2017,,
Delaware,CP-23-CR-0000652-2017,X0559300,2/3/2017,1,18,3929,A1,Retail Theft-Take Mdse,F3,Guilty Plea - Negotiated,12/19/2017,Guilty Plea - Negotiated,12/19/2017
Delaware,CP-23-MD-0001105-2020,U8753732,6/16/2020,1,18,3503,B1I,Def Tres Actual Communication To,M3,,,,
Delaware,CP-23-MD-0001105-2020,U8753732,6/16/2020,3,18,5104,,Resist Arrest/Other Law Enforce,M2,,,,
Delaware,CP-23-CR-0001786-2022,R2030254,4/13/2022,1,18,3127,A,Indecent Exposure,,Sent to Common Pleas (Lower Court),4/13/2022,,
Delaware,CP-23-CR-0001786-2022,R2030254,4/13/2022,2,18,5901,,Open Lewdness,,Sent to Common Pleas (Lower Court),4/13/2022,,
Delaware,CP-23-CR-0001786-2022,R2030254,4/13/2022,3,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,,Sent to Common Pleas (Lower Court),4/13/2022,,
Delaware,CP-23-CR-0006364-2019,U7552171,10/30/2019,1,18,3127,A,Indecent Exposure,M2,Guilty Plea - Negotiated,12/16/2019,Guilty Plea - Negotiated,12/16/2019
Delaware,CP-23-MD-0000349-2022,R2030254,2/15/2022,1,18,3127,A,Indecent Exposure,,,,,
Delaware,CP-23-MD-0000349-2022,R2030254,2/15/2022,2,18,5901,,Open Lewdness,,,,,
Delaware,CP-23-MD-0000349-2022,R2030254,2/15/2022,3,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,,,,,
Berks,CP-06-CR-0001936-2019,X2529236,4/30/2019,1,18,2701,A1,Simple Assault,M2,Nolo Contendere,12/5/2019,Nolo Contendere,12/5/2019
Berks,CP-06-CR-0001936-2019,X2529236,4/30/2019,2,18,3304,A2,Crim'l Misch-Tamper W/Property,M2,Nolo Contendere,12/5/2019,Nolo Contendere,12/5/2019
Berks,CP-06-CR-0002782-2019,U7091722,6/26/2019,1,18,3307,A3,Institut'l Vand'ism Educ Facil,M2,Guilty Plea,12/5/2019,Guilty Plea,12/5/2019
Northampton,CP-48-CR-0001817-2010,L5561076,5/27/2010,2,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea,9/14/2010,Guilty Plea - Negotiated,9/14/2010
Northampton,CP-48-CR-0001817-2010,L5561076,5/27/2010,3,18,2701,A2,Simple Assault,M2,Guilty Plea,9/14/2010,Guilty Plea - Negotiated,9/14/2010
Northampton,CP-48-CR-0001817-2010,L5561076,5/27/2010,5,18,5104,,Resist Arrest/Other Law Enforce,M2,Dismissed (Lower Court),5/26/2010,Guilty Plea - Negotiated,9/14/2010
Delaware,CP-23-CR-0001479-2020,U8739710,6/11/2020,1,18,3304,A5,Criminal Mischief - Damage Property,S,Guilty Plea - Negotiated,8/28/2020,Guilty Plea - Negotiated,8/28/2020
Berks,CP-06-CR-0001082-2022,R2435145,4/6/2022,1,18,3121,A1,Rape Forcible Compulsion,F1,Proceed to Court,4/18/2022,,
Berks,CP-06-CR-0001082-2022,R2435145,4/6/2022,2,18,3122.1,A1,Statutory Sexual Assault:  4-8 Years Older,F2,Replacement by Information,4/18/2022,,
Berks,CP-06-CR-0001082-2022,R2435145,4/6/2022,3,18,3124.1,,Sexual Assault,F2,Proceed to Court,4/18/2022,,
Berks,CP-06-CR-0001082-2022,R2435145,4/6/2022,4,18,3125,A1,Agg. Ind. Assault W/O Consent,F2,Proceed to Court,4/18/2022,,
Berks,CP-06-CR-0001082-2022,R2435145,4/6/2022,5,18,3125,A8,Agg. Ind. Assault - Comp. Less Than 16,F2,Proceed to Court,4/18/2022,,
Berks,CP-06-CR-0001082-2022,R2435145,4/6/2022,6,18,6301,A1ii,Corruption Of Minors - Defendant Age 18 or Above,F3,Proceed to Court,4/18/2022,,
Berks,CP-06-CR-0001082-2022,R2435145,4/6/2022,99999,18,3122.1,B,Statutory Sexual Assault:  11 Years Older,,Charge Changed,4/18/2022,,
Berks,CP-06-CR-0000255-2018,U5358743,1/16/2018,1,35,780-113,A30,"Manufacture, Delivery, or Possession With Intent to Manufacture or Deliver",F,Guilty Plea,6/11/2021,Guilty Plea,6/11/2021
Berks,CP-06-CR-0002585-2017,X0954015,5/24/2017,1,75,3802,D2**,DUI: Controlled Substance - Impaired Ability - 2nd Offense,M1,Guilty Plea,4/16/2019,Guilty Plea,4/16/2019
Berks,CP-06-CR-0004591-2017,T9597604,9/26/2017,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea,4/16/2019,Guilty Plea,4/16/2019
Centre,CP-14-CR-0000986-2017,T9340026,6/21/2017,1,18,2702,A1,Aggravated Assault - Attempts to cause SBI or causes injury with extreme indifference,F1,Not Competent to Stand Trial,8/16/2017,,
Centre,CP-14-CR-0000986-2017,T9340026,6/21/2017,2,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,Not Competent to Stand Trial,8/16/2017,,
Centre,CP-14-CR-0000986-2017,T9340026,6/21/2017,3,18,2701,A1,Simple Assault,M2,Not Competent to Stand Trial,8/16/2017,,
Centre,CP-14-CR-0000986-2017,T9340026,6/21/2017,4,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Not Competent to Stand Trial,8/16/2017,,
Susquehanna,CP-58-CR-0000264-2016,X0404600,8/25/2016,2,18,2701,A1,Simple Assault,M2,Guilty Plea,11/9/2017,Guilty Plea,11/9/2017
Susquehanna,CP-58-CR-0000264-2016,X0404600,8/25/2016,3,18,2705,,Recklessly Endangering Another Person,M2,Guilty Plea,11/9/2017,Guilty Plea,11/9/2017
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,1,18,2501,A,Criminal Homicide,F1,Proceed to Court,11/8/2013,,
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,2,18,2502,A,Murder Of The First Degree,H1,Proceed to Court,11/8/2013,,
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,3,18,2502,B,Murder Of The Second Degree,H2,Proceed to Court,11/8/2013,,
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,4,18,2502,C,Murder Of The Third Degree,F1,Proceed to Court,11/8/2013,,
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,5,18,2901,A2,Kidnap To Facilitate A Felony,F1,Proceed to Court,11/8/2013,,
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,6,18,2901,A3,Kidnap To Inflict Inj/Terror,F1,Proceed to Court,11/8/2013,,
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,7,18,2909,A,Concealment Of Whereabouts Of Child,F3,Proceed to Court,11/8/2013,,
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,8,18,4910,1,Tamper With/Fabricate Physical Evidence,M2,Proceed to Court,11/8/2013,,
Delaware,CP-23-CR-0006364-2013,L8082561,10/10/2013,9,18,5510,,Abuse Of Corpse,M2,Proceed to Court,11/8/2013,,
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,1,75,3802,C**,DUI: Highest Rte of Alc (BAC .16+) 2nd Off,M1,Dismissed,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,2,75,3802,D3*,DUI: Controlled Substance - Combination Alcohol/Drugs - 1st Offense,M,Guilty Plea,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,3,75,3802,A1**,DUI: Gen Imp/Inc of Driving Safely - 2nd Off,M1,Dismissed,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,4,35,780-113,A31I,Marijuana-Small Amt Personal Use,M,Dismissed,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,5,75,1543,A,Driv While Oper Priv Susp Or Revoked,S,Guilty Plea,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,6,75,1786,F,Oper Veh W/O Req'd Financ Resp,S,Guilty Plea,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,7,75,1376,A,Refuse To Surrender Regist Plates,S,Dismissed,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,8,75,3809,A,Restrictions on Alcoholic Beverages,S,Dismissed,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,9,18,6501,A1,Scatter Rubbish Upon Land/Stream Etc,S,Dismissed,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,10,75,3802,D3**,DUI: Controlled Substance - Combination Alcohol/Drug - 2nd Offense,M1,Charge Changed,7/19/2022,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,99999,35,780-113,A31,Poss Of Marijuana,,Charge Changed,6/22/2021,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,99999,75,3802,A1*,DUI: Gen Imp/Inc of Driving Safely - 1st Off,,Charge Changed,6/22/2021,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,99999,75,3802,C*,DUI: Highest Rte of Alc (BAC .16+) 1st Off,,Charge Changed,6/22/2021,Guilty Plea,7/19/2022
Berks,CP-06-CR-0001830-2021,U8980974,6/1/2021,99999,75,3802,D3*,DUI: Controlled Substance - Combination Alcohol/Drugs - 1st Offense,,Charge Changed,6/22/2021,Guilty Plea,7/19/2022
Delaware,CP-23-CR-0002271-2017,T3440312,4/18/2017,1,18,6111,G4II,"Materially false written statement - purchase, delivery, transfer of firearm",F3,Proceed to Court,5/10/2017,,
Delaware,CP-23-CR-0002271-2017,T3440312,4/18/2017,2,18,4904,A1,Unsworn Falsification to Authorities,M2,Proceed to Court,5/10/2017,,
Delaware,CP-23-CR-0000307-2020,U8332100,1/28/2020,1,18,907,A,Poss Instrument Of Crime W/Int,M1,Guilty Plea - Negotiated,2/6/2020,Guilty Plea - Negotiated,2/6/2020
Berks,CP-06-CR-0001599-2022,R2917902,5/24/2022,1,18,3929,A2,Retail Theft-Alter Label/Price Marking,M2,Dismissed,7/22/2022,,
Berks,CP-06-CR-0005963-2015,T7294932,12/15/2015,1,18,3121,C,Rape of Child,F1,Not Competent to Stand Trial,12/7/2020,,
Berks,CP-06-CR-0005963-2015,T7294932,12/15/2015,2,18,3121,C,Rape of Child,F1,Not Competent to Stand Trial,12/7/2020,,
Berks,CP-06-CR-0005963-2015,T7294932,12/15/2015,3,18,3123,B,Invol. Deviate Sexual Intercourse W/Child,F1,Not Competent to Stand Trial,12/7/2020,,
Berks,CP-06-CR-0005963-2015,T7294932,12/15/2015,4,18,3123,B,Invol. Deviate Sexual Intercourse W/Child,F1,Not Competent to Stand Trial,12/7/2020,,
Berks,CP-06-CR-0005963-2015,T7294932,12/15/2015,5,18,3125,A7,Agg. Ind. Assault - Comp. Less Than 13 Years Old,F2,Not Competent to Stand Trial,12/7/2020,,
Berks,CP-06-CR-0005963-2015,T7294932,12/15/2015,6,18,3126,A7,Indecent Assault Person Less than 13 Years of Age,F3,Not Competent to Stand Trial,12/7/2020,,
Berks,CP-06-CR-0005963-2015,T7294932,12/15/2015,7,18,6301,A1ii,Corruption Of Minors - Defendant Age 18 or Above,F3,Not Competent to Stand Trial,12/7/2020,,
Berks,CP-06-CR-0005963-2015,T7294932,12/15/2015,8,18,3127,A,Indecent Exposure,M1,Not Competent to Stand Trial,12/7/2020,,
Delaware,CP-23-MD-0001435-2022,R2984155,6/27/2022,1,18,3304,A1,"Crim Misch/Dmg Prop Intent, Reckless, Or Neglig",M3,,,,
Delaware,CP-23-MD-0001435-2022,R2984155,6/27/2022,2,35,780-113,A32,Use/Poss Of Drug Paraph,M,,,,
York,CP-67-MD-0001901-2019,U6883984,6/13/2019,1,18,2701,A1,Simple Assault,M2,,,,
York,CP-67-MD-0001995-2019,U7203206,6/25/2019,1,18,2701,A1,Simple Assault,M3,,,,
Delaware,CP-23-MD-0001370-2022,R3054321,6/16/2022,1,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-MD-0001370-2022,R3054321,6/16/2022,2,18,2709,A1,Harassment - Subject Other to Physical Contact,,,,,
Delaware,CP-23-MD-0001370-2022,R3054321,6/16/2022,3,18,5503,A1,Disorderly Conduct Engage In Fighting,M3,,,,
Delaware,CP-23-CR-0002289-2022,R2679095,5/16/2022,1,18,3929,A1,Retail Theft-Take Mdse,M1,Nolle Prossed,8/9/2022,Nolle Prossed,8/9/2022
Delaware,CP-23-CR-0002289-2022,R2679095,5/16/2022,2,18,3925,A,Receiving Stolen Property,M1,Nolle Prossed,8/9/2022,Nolle Prossed,8/9/2022
Delaware,CP-23-CR-0002289-2022,R2679095,5/16/2022,3,18,3921,A,Theft By Unlaw Taking-Movable Prop,M1,Nolle Prossed,8/9/2022,Nolle Prossed,8/9/2022
Delaware,CP-23-CR-0000001-2017,T8645560,1/3/2017,1,18,4106,A3,"Posses Access Device Knowing Counterfeit, Altered",M3,Nolo Contendere,5/30/2017,Nolo Contendere,5/30/2017
Delaware,CP-23-CR-0000001-2017,T8645560,1/3/2017,121,18,4120,A,Identity Theft,F3,Nolo Contendere,5/30/2017,Nolo Contendere,5/30/2017
Delaware,CP-23-MD-0001073-2019,T5344290,5/6/2019,2,18,3126,A7,Indecent Assault Person Less than 13 Years of Age,M1,,,,
Philadelphia,CP-51-CR-0001866-2017,U0656924,3/2/2017,1,18,2702,A,Aggravated Assault,F1,Guilty Plea - Negotiated,7/30/2019,Guilty Plea - Negotiated,7/30/2019
Philadelphia,CP-51-CR-0001866-2017,U0656924,3/2/2017,2,18,907,A,Poss Instrument Of Crime W/Int,M1,Guilty Plea - Negotiated,7/30/2019,Guilty Plea - Negotiated,7/30/2019
York,CP-67-MD-0000755-2022,R1925501,3/10/2022,1,18,2702,A5,Aggravated Assault - Attempts to cause or causes BI - School,F2,,,,
York,CP-67-MD-0000755-2022,R1925501,3/10/2022,2,18,2701,A1,Simple Assault,M2,,,,
York,CP-67-MD-0000755-2022,R1925501,3/10/2022,3,18,5503,A1,Disorderly Conduct Engage In Fighting,M3,,,,
York,CP-67-MD-0000755-2022,R1925501,3/10/2022,4,18,2709,A1,Harassment - Subject Other to Physical Contact,S,,,,
Philadelphia,CP-51-CR-0006532-2018,U1343871,9/13/2018,1,18,3921,A,Theft By Unlaw Taking-Movable Prop,M1,Proceed to Court,9/19/2018,,
Philadelphia,CP-51-CR-0006532-2018,U1343871,9/13/2018,2,18,3925,A,Receiving Stolen Property,M1,Proceed to Court,9/19/2018,,
Philadelphia,CP-51-CR-0006532-2018,U1343871,9/13/2018,3,18,907,A,Poss Instrument Of Crime W/Int,M1,Proceed to Court,9/19/2018,,
Philadelphia,CP-51-CR-0006532-2018,U1343871,9/13/2018,4,18,2705,,Recklessly Endangering Another Person,M2,Proceed to Court,9/19/2018,,
Philadelphia,CP-51-CR-0006532-2018,U1343871,9/13/2018,5,18,3701,A1II,Robbery-Threat Immed Ser Injury,F1,Proceed to Court,9/19/2018,,
Philadelphia,CP-51-CR-0006532-2018,U1343871,9/13/2018,6,18,2701,A,Simple Assault,M1,Proceed to Court,9/19/2018,,
Philadelphia,CP-51-CR-0006532-2018,U1343871,9/13/2018,99999,18,2701,A,Simple Assault,M2,Charge Changed,9/12/2018,,
Philadelphia,CP-51-CR-0006532-2018,U1343871,9/13/2018,99999,18,3701,A1I,Robbery-Inflict Serious Bodily Injury,F1,Charge Changed,9/12/2018,,
Delaware,CP-23-CR-0006832-2019,X2825384,11/21/2019,1,18,3921,A,Theft By Unlaw Taking-Movable Prop,M1,Guilty Plea - Negotiated,7/26/2021,Guilty Plea - Negotiated,7/26/2021
Delaware,CP-23-CR-0007065-2019,U7421540,12/3/2019,2,18,2709,A4,"Harassment - Comm. Lewd, Threatening, Etc. Language",M3,Guilty Plea - Negotiated,7/26/2021,Guilty Plea - Negotiated,7/26/2021
Delaware,CP-23-CR-0005296-2018,X1863842,9/7/2018,7,18,4304,A1,Endangering Welfare of Children - Parent/Guardian/Other Commits Offense,M1,Guilty,3/24/2022,Guilty,3/24/2022
Delaware,CP-23-CR-0005296-2018,X1863842,9/7/2018,8,18,4304,A1,Endangering Welfare of Children - Parent/Guardian/Other Commits Offense,M1,Guilty,3/24/2022,Guilty,3/24/2022
Delaware,CP-23-CR-0005296-2018,X1863842,9/7/2018,9,18,4304,A1,Endangering Welfare of Children - Parent/Guardian/Other Commits Offense,M1,Guilty,3/24/2022,Guilty,3/24/2022
Delaware,CP-23-MD-0001176-2020,U8769165,6/29/2020,1,18,2702,A2,Aggravated Assault - Attempts to cause or causes SBI to designated individuals,F1,Sent to Common Pleas (Lower Court),6/26/2020,,
Delaware,CP-23-MD-0001176-2020,U8769165,6/29/2020,2,18,2701,A1,Simple Assault,M2,Sent to Common Pleas (Lower Court),6/26/2020,,
Delaware,CP-23-MD-0001176-2020,U8769165,6/29/2020,3,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Sent to Common Pleas (Lower Court),6/26/2020,,
Delaware,CP-23-MD-0001176-2020,U8769165,6/29/2020,4,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Sent to Common Pleas (Lower Court),6/26/2020,,
Luzerne,CP-40-MD-0001106-2021,R1816286,11/1/2021,1,18,2701,A1,Simple Assault,M2,,,,
Luzerne,CP-40-MD-0001106-2021,R1816286,11/1/2021,2,18,3304,A5,Criminal Mischief - Damage Property,M3,,,,
Luzerne,CP-40-MD-0001106-2021,R1816286,11/1/2021,3,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,M3,,,,
Luzerne,CP-40-MD-0001106-2021,R1816286,11/1/2021,4,18,2709,A1,Harassment - Subject Other to Physical Contact,S,,,,
Philadelphia,CP-51-CR-0001771-2017,U0658593,2/28/2017,1,18,2702,A,Aggravated Assault,F2,Dismissed,11/19/2020,Dismissed,11/19/2020
Philadelphia,CP-51-CR-0001771-2017,U0658593,2/28/2017,2,18,907,A,Poss Instrument Of Crime W/Int,M1,Dismissed,11/19/2020,Dismissed,11/19/2020
Philadelphia,CP-51-CR-0001771-2017,U0658593,2/28/2017,3,18,2701,A,Simple Assault,M2,Dismissed,11/19/2020,Dismissed,11/19/2020
Philadelphia,CP-51-CR-0001771-2017,U0658593,2/28/2017,4,18,2705,,Recklessly Endangering Another Person,M2,Dismissed,11/19/2020,Dismissed,11/19/2020
Delaware,CP-23-MD-0001673-2020,U9062454,8/26/2020,1,18,2501,A,Criminal Homicide,F2,,,,
Delaware,CP-23-MD-0001673-2020,U9062454,8/26/2020,2,18,2501,A,Criminal Homicide,F2,,,,
Delaware,CP-23-MD-0001673-2020,U9062454,8/26/2020,5,18,2502,A,Murder Of The First Degree,H1,,,,
Delaware,CP-23-MD-0001673-2020,U9062454,8/26/2020,6,18,2502,A,Murder Of The First Degree,H1,,,,
Delaware,CP-23-MD-0001673-2020,U9062454,8/26/2020,7,18,2502,C,Murder Of The Third Degree,F1,,,,
Delaware,CP-23-MD-0001673-2020,U9062454,8/26/2020,8,18,2502,C,Murder Of The Third Degree,F1,,,,
Delaware,CP-23-MD-0001673-2020,U9062454,8/26/2020,9,18,907,A,Poss Instrument Of Crime W/Int,M1,,,,
Delaware,CP-23-MD-0001673-2020,U9062454,8/26/2020,10,18,907,A,Poss Instrument Of Crime W/Int,M1,,,,
Berks,CP-06-CR-0000729-2018,X1402391,2/14/2018,3,18,2701,A1,Simple Assault,M2,Guilty Plea,4/4/2019,Guilty Plea,4/4/2019
Berks,CP-06-CR-0000729-2018,X1402391,2/14/2018,4,18,2701,A1,Simple Assault,M2,Guilty Plea,4/4/2019,Guilty Plea,4/4/2019
Delaware,CP-23-CR-0005844-2015,T6435402,10/6/2015,1,18,2701,A,Simple Assault,M1,Sent to Common Pleas (Lower Court),9/21/2015,,
Delaware,CP-23-CR-0005844-2015,T6435402,10/6/2015,2,18,2702,A,Aggravated Assault,F1,Sent to Common Pleas (Lower Court),9/21/2015,,
Delaware,CP-23-CR-0005844-2015,T6435402,10/6/2015,3,18,2705,,Recklessly Endangering Another Person,M2,Sent to Common Pleas (Lower Court),9/21/2015,,
Delaware,CP-23-CR-0005844-2015,T6435402,10/6/2015,4,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Sent to Common Pleas (Lower Court),9/21/2015,,
Delaware,CP-23-CR-0005844-2015,T6435402,10/6/2015,5,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Sent to Common Pleas (Lower Court),9/21/2015,,
Delaware,CP-23-MD-0000453-2018,X1574366,2/21/2018,1,18,5506,,Loitering And Prowling At Night Time,,,,,
Delaware,CP-23-MD-0000453-2018,X1574366,2/21/2018,4,18,2709,A6,Harassment - Comm. Repeatedly and Inconvenient Hours,,,,,
Delaware,CP-23-CR-0003973-2018,X1784941,7/3/2018,2,18,3929,A1,Conspiracy Retail Theft-Take Mdse,M1,Guilty Plea - Negotiated,8/6/2018,Guilty Plea - Negotiated,8/6/2018
Delaware,CP-23-CR-0003973-2018,X1784941,7/3/2018,3,18,3929,A1,Retail Theft-Take Mdse,M1,Guilty Plea - Negotiated,8/6/2018,Guilty Plea - Negotiated,8/6/2018
Delaware,CP-23-CR-0003973-2018,X1784941,7/3/2018,4,18,3929.2,A,Unlawful Poss. Retail/Library Theft Instruments,M1,Guilty Plea - Negotiated,8/6/2018,Guilty Plea - Negotiated,8/6/2018
Delaware,CP-23-CR-0004291-2020,U8403931,12/28/2020,3,18,3929,A1,Criminal Conspiracy Engaging Retail Theft-Take Mdse,M1,Guilty Plea - Negotiated,9/17/2021,Guilty Plea - Negotiated,9/17/2021
Delaware,CP-23-CR-0004980-2017,T9371320,8/21/2017,1,18,2701,A1,Simple Assault,M2,Proceed to Court,9/13/2017,,
Delaware,CP-23-CR-0004980-2017,T9371320,8/21/2017,2,18,2701,A3,Simple Assault,M2,Proceed to Court,9/13/2017,,
Delaware,CP-23-CR-0004980-2017,T9371320,8/21/2017,3,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,Proceed to Court,9/13/2017,,
Delaware,CP-23-CR-0004980-2017,T9371320,8/21/2017,4,18,2702,A1,Aggravated Assault - Attempts to cause SBI or causes injury with extreme indifference,F1,Proceed to Court,9/13/2017,,
Delaware,CP-23-CR-0004980-2017,T9371320,8/21/2017,5,18,2705,,Recklessly Endangering Another Person,M2,Proceed to Court,9/13/2017,,
Delaware,CP-23-CR-0004980-2017,T9371320,8/21/2017,6,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Proceed to Court,9/13/2017,,
Berks,CP-06-CR-0003385-2021,U9363793,10/12/2021,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea,5/18/2022,Guilty Plea,5/18/2022
Berks,CP-06-CR-0003386-2021,U9290956,10/12/2021,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea,5/18/2022,Guilty Plea,5/18/2022
Berks,CP-06-CR-0004358-2021,R1951913,12/29/2021,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea,5/18/2022,Guilty Plea,5/18/2022
Berks,CP-06-CR-0004358-2021,R1951913,12/29/2021,2,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea,5/18/2022,Guilty Plea,5/18/2022
Delaware,CP-23-MD-0000492-2019,U6627622,2/28/2019,1,18,3304,A5,Criminal Mischief - Damage Property,M3,,,,
Delaware,CP-23-MD-0000492-2019,U6627622,2/28/2019,2,18,5503,A1,Disorderly Conduct Engage In Fighting,M3,,,,
Blair,CP-07-CR-0000310-2018,U5382775,2/21/2018,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Waived for Court (Lower Court),2/15/2018,,
Blair,CP-07-CR-0000310-2018,U5382775,2/21/2018,2,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Waived for Court (Lower Court),2/15/2018,,
Blair,CP-07-CR-0000310-2018,U5382775,2/21/2018,3,18,2701,A3,Simple Assault,M2,Waived for Court (Lower Court),2/15/2018,,
Blair,CP-07-CR-0000310-2018,U5382775,2/21/2018,4,18,2701,A3,Simple Assault,M2,Waived for Court (Lower Court),2/15/2018,,
Blair,CP-07-CR-0000310-2018,U5382775,2/21/2018,5,18,3304,A5,Criminal Mischief - Damage Property,M2,Waived for Court (Lower Court),2/15/2018,,
Blair,CP-07-CR-0000310-2018,U5382775,2/21/2018,6,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Waived for Court (Lower Court),2/15/2018,,
Blair,CP-07-CR-0000310-2018,U5382775,2/21/2018,7,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Waived for Court (Lower Court),2/15/2018,,
Delaware,CP-23-CR-0000871-2019,U5862441,2/14/2019,1,18,3921,A,Theft By Unlaw Taking-Movable Prop,,Sent to Common Pleas (Lower Court),2/13/2019,,
Delaware,CP-23-CR-0000871-2019,U5862441,2/14/2019,2,18,4101,A2,Forgery - Unauthorized Act In Writing,,Sent to Common Pleas (Lower Court),2/13/2019,,
Delaware,CP-23-CR-0000871-2019,U5862441,2/14/2019,3,18,4101,A2,Forgery - Unauthorized Act In Writing,,Sent to Common Pleas (Lower Court),2/13/2019,,
Delaware,CP-23-CR-0000871-2019,U5862441,2/14/2019,4,18,4117,A2,False/Fraud/Incomp Insurance Claim,,Sent to Common Pleas (Lower Court),2/13/2019,,
Delaware,CP-23-CR-0005215-2017,T9322213,8/31/2017,1,18,3921,A,Theft By Unlaw Taking-Movable Prop,F1,Proceed to Court,9/20/2017,,
Delaware,CP-23-CR-0005215-2017,T9322213,8/31/2017,2,18,3921,A,Theft By Unlaw Taking-Movable Prop,F1,Proceed to Court,9/20/2017,,
Delaware,CP-23-CR-0005215-2017,T9322213,8/31/2017,3,18,3921,A,Theft By Unlaw Taking-Movable Prop,F1,Proceed to Court,9/20/2017,,
Delaware,CP-23-CR-0005215-2017,T9322213,8/31/2017,4,18,3921,A,Theft By Unlaw Taking-Movable Prop,F1,Proceed to Court,9/20/2017,,
Delaware,CP-23-CR-0005215-2017,T9322213,8/31/2017,5,18,3921,A,Theft By Unlaw Taking-Movable Prop,F1,Proceed to Court,9/20/2017,,
Delaware,CP-23-CR-0005215-2017,T9322213,8/31/2017,6,18,3921,A,Theft By Unlaw Taking-Movable Prop,F1,Proceed to Court,9/20/2017,,
